name,address,rating,review_count,lat,lon,tit1,zipcodes
Rahel Ethiopian Vegan Cuisine,"1047 S Fairfax Ave  Los Angeles, CA 90019",4.0,574,34.05687,-118.36475,Ethiopian,90019
Denny's,"2940 Westminster Ave  Seal Beach, CA 90740",3.0,70,33.75932,-118.0796861,Breakfast & Brunch,90740
Lanza Brothers Market,"1803 N Main St  Los Angeles, CA 90031",4.5,177,34.0668258,-118.2211564,Grocery,90031
Wide Eyes Open Palms,"416 Cherry Ave  Long Beach, CA 90802",5.0,492,33.77207671,-118.1676159,Coffee & Tea,90802
Bentomo,"1831 La Cienega Blvd  Los Angeles, CA 90035",4.0,64,34.04358722,-118.37669040000002,Japanese,90035
Far East Joint,"1230 Lakes Dr  Ste 104  West Covina, CA 91790",4.0,994,34.070312,-117.92258400000001,Asian Fusion,91790
Northgate Market,"6801 S Atlantic Ave  Bell, CA 90201",2.5,38,33.974243,-118.18826999999999,Grocery,90201
Pizza Tour of Beverly Hills,"9749 S Santa Monica Blvd  Beverly Hills  Los Angeles, CA 90210",1.0,3,34.0680268,-118.4083416,Tours,90210
Tajrish Persian Cuisine,"507 Washington Blvd  Marina Del Rey, CA 90292",4.0,385,33.983207,-118.460473,Persian/Iranian,90292
Lemonade - Del Amo,"21540 Hawthorne Blvd  Torrance, CA 90503",4.0,284,33.832364,-118.350792,Salad,90503
Subway,"3323 W Pico Blvd  Los Angeles, CA 90019",4.0,13,34.04733454,-118.3164132,Sandwiches,90019
Beverly Soon Tofu Restaurant,"2717 W Olympic Blvd  Ste 108  Los Angeles, CA 90006",4.0,1520,34.052859999999995,-118.29235,Korean,90006
Casa Nostra,"15306 Sunset Blvd  Los Angeles, CA 90272",5.0,3,34.047326,-118.52614799999999,Italian,90272
The Palace Seafood & Dim Sum,"11701 Wilshire Blvd  Los Angeles, CA 90025",3.0,583,34.04959,-118.46118999999999,Dim Sum,90025
Primo Burgers,"3427 Slauson Ave  Maywood, CA 90270",3.0,81,33.989193,-118.203216,Burgers,90270
Petit Café,"630 N Sepulveda Blvd  Ste 3A  El Segundo, CA 90245",3.5,219,33.92450152,-118.3956978,Greek,90245
Cafe Dulce Vernon,"2520 S Alameda St  Vernon, CA 90058",4.0,55,34.0145562,-118.23942439999999,Cafes,90058
Blue Palms,"829 N La Cienega Blvd  West Hollywood, CA 90069",5.0,1,34.085882899999994,-118.37663390000002,Restaurants,90069
El Buen Sabor Pupusas,"3537 Martin Luther King Jr  Lynwood, CA 90262",4.0,47,33.936502000000004,-118.20743600000002,Salvadoran,90262
Don Chente Bar & Grill,"8538 Whittier Blvd  Pico Rivera, CA 90660",3.0,202,34.002619,-118.09066399999999,Mexican,90660
Noma,"2031 Wilshire Blvd  Santa Monica, CA 90403",4.0,584,34.03206289999999,-118.48257509999999,Sushi Bars,90403
The Highland Cafe,"5010 York Blvd  Los Angeles, CA 90042",3.5,568,34.121113,-118.206535,Cafes,90042
Diablo,"3129 W Sunset Blvd  Los Angeles, CA 90026",3.5,790,34.0850744,-118.2745083,Bars,90026
El Pollo Loco,"6929 Eastern Ave  Bell Gardens, CA 90201",2.5,58,33.9697,-118.1649,Fast Food,90201
Angelo's Burgers,"10990 Atlantic Ave  Lynwood, CA 90262",2.5,59,33.93091433,-118.1833669,Mexican,90262
Flights Craft Beer + Sports Grill,"5119 W El Segundo Blvd  Hawthorne, CA 90250",4.5,755,33.9165349,-118.3674438,Sports Bars,90250
Tacos El Compita,"1204 Hooper Ave  Los Angeles, CA 90021",4.5,55,34.027409999999996,-118.24225,Food Trucks,90021
Casa Gamino,"8330 Alondra Blvd  Paramount, CA 90723",3.5,294,33.889052,-118.153687,Mexican,90723
Ladurée The Grove,"189 The Grove Dr  Los Angeles, CA 90036",3.5,662,34.07210629,-118.3572332,French,90036
Tejuino Fresco Estilo Guadalajara,"1401-1439 S Soto St  Los Angeles, CA 90023",5.0,1,34.02320649,-118.2201822,Food Stands,90023
Patys Restaurant,"10001 Riverside Dr  Toluca Lake, CA 91602",3.5,666,34.152505,-118.349659,American (Traditional),91602
Rikas Peruvian Cuisine,"3553 W 3rd St  Los Angeles, CA 90020",4.5,148,34.06925,-118.2933,Seafood,90020
Taqueria Tepeque,"4321 Tweedy Blvd  South Gate, CA 90280",4.0,38,33.94331549,-118.1961074,Mexican,90280
Shaherzad,"1422 Westwood Blvd  Los Angeles, CA 90024",3.5,561,34.0549969,-118.44131589999999,Middle Eastern,90024
California Pizza Kitchen at Studio City,"12265 Ventura Blvd  Studio City  Studio City, CA 91604",3.5,251,34.14332,-118.40038200000001,Pizza,91604
Kurisaki,"1414 S Pacific Coast Hwy  Redondo Beach, CA 90277",4.5,154,33.8220125,-118.38522830000001,Japanese,90277
Pepe's Tacos,"53RD St And San Pedro  Los Angeles, CA 90011",5.0,6,33.99443452,-118.2701813,Street Vendors,90011
WaBa Grill,"514 Torrance Blvd  Carson, CA 90745",3.0,59,33.84175283,-118.28496129999999,Fast Food,90745
Papa John's Pizza,"10901 Crenshaw Blvd. A  Ste A  Inglewood, CA 90303",2.5,49,33.936423,-118.326751,Pizza,90303
Louie’s On Main,"12942 Main St  Garden Grove, CA 92840",4.0,373,33.774772999999996,-117.940794,American (Traditional),92840
Lucy's Drive In,"1373 S La Brea Ave  Los Angeles, CA 90019",3.0,410,34.04815,-118.34478999999999,Fast Food,90019
Dakara Sushi,"14748 Whittier Blvd  Whittier, CA 90603",4.5,304,33.95019247,-118.010517,Japanese,90603
Auntie Anne's,"6801 Hollywood Blvd  Ste 337  Los Angeles, CA 90028",3.5,32,34.102596000000005,-118.33981599999998,Pretzels,90028
Mariscos Las Sirenas,"9040 E Slauson Ave  Pico Rivera, CA 90660",2.5,56,33.9709188,-118.10506880000001,Mexican,90660
HT Grill,"1701 S Catalina Ave  Redondo Beach, CA 90277",3.5,660,33.81900787,-118.38854979999999,American (New),90277
Jersey Mike's Subs,"8985 Venice Blvd  #C1-B  Los Angeles, CA 90034",3.5,19,34.027096,-118.393452,Sandwiches,90034
Birrieria Don Boni,"1845 E 1st St  Los Angeles, CA 90033",4.5,460,34.04714,-118.21798999999999,Mexican,90033
Firehouse Restaurant,"710 S Santa Fe Ave  Los Angeles, CA 90021",4.0,22,34.03414,-118.22965,American (New),90021
Bread Crumbs Deli,"8400 S 8th Ave  Inglewood, CA 90305",5.0,2,33.962181,-118.326225,Delis,90305
JAPADOG California,"350 Santa Monica Pier  Santa Monica, CA 90401",4.0,276,34.00914757,-118.49771709999999,Japanese,90401
McDonald's,"12029 E Carson St  Hawaiian Gardens, CA 90716",1.5,112,33.83186,-118.07531000000002,Fast Food,90716
Danielle's Wood Fired Pizza,"4822 Laurel Canyon Blvd  Valley Village, CA 91607",4.5,747,34.15828,-118.39615,Pizza,91607
Umami Burger - Santa Monica,"525 Broadway  Santa Monica, CA 90401",4.0,2613,34.01679297,-118.49196409999999,Burgers,90401
Trimana,"1200 W 7th St  Los Angeles, CA 90017",3.5,14,34.0512505,-118.26611329999999,American (New),90017
K. H Chinatown Express,"3337 Tweedy Blvd  South Gate, CA 90280",3.0,16,33.944942,-118.21064199999999,Chinese,90280
El Sombrero,"1005 Manhattan Ave  Manhattan Beach, CA 90266",4.5,317,33.8835404,-118.4102592,Mexican,90266
Fig & Olive - Melrose Place,"8490 Melrose Pl  West Hollywood, CA 90069",4.0,2487,34.0834751,-118.37617409999999,Mediterranean,90069
Jims Burgers,"4549 Rosemead Blvd  Pico Rivera, CA 90660",3.5,129,34.00848,-118.08197,Breakfast & Brunch,90660
NangMan Cafe,"1837 N Euclid St  Fullerton, CA 92835",4.0,44,33.89244461,-117.94412990000001,Korean,92835
El Tapatio,"7528 Rosecrans Ave  Ste B  Paramount, CA 90723",4.0,28,33.9034551,-118.1677385,Mexican,90723
Rajas con Crema,"3630 Slauson Ave  Maywood, CA 90270",5.0,104,33.988394,-118.199977,New Mexican Cuisine,90270
Sharky's Woodfired Mexican Grill,"435 N Beverly Dr  Beverly Hills, CA 90210",4.0,245,34.070353000000004,-118.4025841,Mexican,90210
Thai Dishes,"707 S Pacific Coast Hwy  Redondo Beach, CA 90277",3.5,201,33.83027,-118.38551000000001,Thai,90277
Birrieria Jalisco - Pico Rivera,"6105 Rosemead Blvd  Ste C  Pico Rivera, CA 90660",4.5,134,33.9908775,-118.09204820000001,Mexican,90660
Burnt Tortilla To Go,"1427 W Redondo Beach Blvd  Gardena, CA 90247",3.5,6,33.89147942,-118.30179469999999,Mexican,90247
TGI Fridays,"7221 Carson Blvd  Long Beach, CA 90808",2.5,491,33.8309,-118.08843999999999,American (Traditional),90808
Roe Seafood,"5374 E 2nd St  Long Beach, CA 90803",4.0,884,33.75821,-118.13077,Seafood,90803
Piara Pizza,"6434 Santa Fe Ave  Huntington Park, CA 90255",4.0,18,33.9808758,-118.23016509999998,Pizza,90255
Yoshinoya - Slauson & Holmes,"1802 E Slauson Ave  Los Angeles, CA 90058",2.0,12,33.988400299999995,-118.24090090000001,Japanese,90058
McDonald's,"5901 Atlantic Ave  Maywood, CA 90270",1.5,111,33.9868685,-118.185949,Fast Food,90270
Vive La Tarte,"3515 West Sunset Blvd  Los Angeles, CA 90026",4.5,22,34.089273,-118.27646270000001,Bakeries,90026
Soom Soom Fresh Mediterranean - Los Angeles,"724 S Spring St  Los Angeles, CA 90014",4.0,124,34.04382003,-118.25291090000002,Mediterranean,90014
Subway,"701 W Torrance Blvd  Torrance, CA 90502",2.5,15,33.842395,-118.287155,Sandwiches,90502
Ebaes on Wilshire,"1111 Wilshire Blvd  Ste 104  Los Angeles, CA 90017",4.0,208,34.052791,-118.263669,Asian Fusion,90017
LIWAN Restaurant & Hookah Lounge,"1781 Westwood Blvd  Los Angeles, CA 90024",2.5,228,34.050346999999995,-118.43770520000001,Mediterranean,90024
Don's BBQ 3,"1250 Lomita Blvd  Harbor City, CA 90710",4.0,36,33.79762083,-118.29887169999999,Barbeque,90710
Bamboo Express Chinese Cuisine,"600 S Alvarado St  Los Angeles, CA 90057",3.0,23,34.059289,-118.2748342,Chinese,90057
Huasteca,"208 W Anaheim St  Unit D  Los Angeles, CA 90744",4.0,4,33.77952968,-118.2642881,Mexican,90744
Tortas Mexico,"11040 Ventura Blvd  Studio City, CA 91604",3.5,202,34.1407931,-118.3714251,Mexican,91604
Monks Addiction,"7631 Edinger Ave  Ste 1512  Huntington Beach, CA 92647",4.5,110,33.7303549,-117.99592790000001,American (Traditional),92647
Larry's Chili Dog,"3122 W Burbank Blvd  Burbank, CA 91505",4.5,441,34.17620855,-118.3449826,Hot Dogs,91505
Veggie Grill,"2533-D Pacific Coast Hwy  Torrance, CA 90505",4.0,698,33.79115022,-118.32894270000001,Vegetarian,90505
Kabab Way,"6424 San Fernando Rd  Glendale, CA 91201",4.0,140,34.16683197,-118.28887179999998,Middle Eastern,91201
Above SIXTY,"9360 Wilshire Blvd  Beverly Hills, CA 90212",4.0,71,34.0667,-118.39617,Bars,90212
Lily's Catering,"3552 Wilshire Blvd  Los Angeles, CA 90010",3.5,23,34.0617099,-118.3025318,Food Trucks,90010
Fresh Express Mexican and Salvadoran Food,"Santa Monica, CA 90411",1.0,1,34.02001462,-118.4516773,Food Trucks,90411
Fatburger,"888 S Figueroa St  Los Angeles, CA 90017",2.5,195,34.046811,-118.261728,American (Traditional),90017
Burger King,"12730 S La Mirada Blvd  La Mirada, CA 90638",1.5,49,33.916345,-118.01148359999999,Fast Food,90638
Abigail and Juliet's Cafe,"3962 N Studebaker Rd  Ste 201  Long Beach, CA 90808",4.0,37,33.83003554,-118.09939209999999,Coffee & Tea,90808
Long Beach Coffee & Tea,"480 Pine Ave  Long Beach, CA 90802",5.0,88,33.772721999999995,-118.192175,Coffee & Tea,90802
Vitello's Restaurant,"4349 Tujunga Ave  Studio City, CA 91604",3.5,972,34.14884,-118.37931,Italian,91604
Sorrento Italian Market,"5518 Sepulveda Blvd  Culver City, CA 90230",4.5,474,33.99277,-118.39516509999999,Grocery,90230
Jasmine Thai Cuisine,"20156 Roscoe Blvd  Winnetka, CA 91306",3.5,563,34.21983938,-118.5730541,Thai,91306
Pita Hot,"1343 E Chapman Ave  Fullerton, CA 92831",4.0,1735,33.8743439,-117.9030433,Middle Eastern,92831
Super Burrito,"11237 Whittier Blvd  Whittier, CA 90606",4.0,286,33.986,-118.05767,Mexican,90606
Burger Plaza Grill,"3655 S Grand Ave  Los Angeles, CA 90007",4.5,73,34.017358,-118.278406,Burgers,90007
Gyu-Kaku Japanese BBQ,"10925 W Pico Blvd  Los Angeles, CA 90064",3.5,1034,34.0394075,-118.43034650000001,Japanese,90064
Michelangelo's Pizza,"1331 E Chapman Ave  Fullerton, CA 92831",4.0,185,33.8742549,-117.9033331,Pizza,92831
Teriyaki Table,"900 N Avalon Blvd  Los Angeles, CA 90744",4.5,50,33.781352899999995,-118.26239009999999,Asian Fusion,90744
Andre's Pizza,"7038 Hollywood Blvd  Los Angeles, CA 90028",3.0,79,34.10129000000001,-118.34288000000001,Pizza,90028
Michael's Burger,"7225 Topanga Canyon Blvd  Canoga Park, CA 91303",4.0,357,34.201839,-118.606226,Burgers,91303
El Coraloense,"6600 Florence Ave  Bell Gardens, CA 90201",4.0,403,33.9624499,-118.1478,Seafood,90201
The Taco Guy at Avenue 50 and Buchanan,"N 50 Ave And Buchanan  In his driveway  Los Angeles, CA 90042",5.0,1,34.11976325,-118.20739750000001,Food Stands,90042
Sergio's Tacos,"6601 E Olympic Blvd  Los Angeles, CA 90022",2.5,193,34.0116554,-118.13046899999999,Mexican,90022
Hong Kong Express,"1957 E Florence Ave  Los Angeles, CA 90001",3.0,10,33.9748649,-118.23536570000002,Chinese,90001
10k+ Restaurant,"1021 Dewey Ave  Los Angeles, CA 90006",2.5,5,34.05254745,-118.2987442,Korean,90006
La Esperanza Restaurant,"1626 Orange Ave  Long Beach, CA 90813",4.5,141,33.78679132,-118.17627949999999,Latin American,90813
Silvio Personal Chef,"Los Angeles, CA 90210",5.0,4,34.09577,-118.41512,Personal Chefs,90210
King's Buffet,"2661 E Florence Ave  Ste D  Huntington Park, CA 90255",2.0,129,33.97485,-118.2235,Buffets,90255
La Corona Meat Market & Deli,"6353 Miles Ave  Huntington Park, CA 90255",5.0,1,33.98205,-118.21946000000001,Grocery,90255
Dogtown Coffee Fairmont Miramar,"101 Wilshire Blvd  Santa Monica, CA 90401",5.0,5,34.01815,-118.50092,Coffee & Tea,90401
Haida Sandwich & Juice,"1243 W Glenoaks Blvd  Glendale, CA 91201",4.0,114,34.1662941,-118.2824631,Sandwiches,91201
Fish Grill,"7226 Beverly Blvd  Los Angeles, CA 90036",4.0,280,34.0760354,-118.3470712,Seafood,90036
Wings & Pot,"2108 W Manchester Ave  Los Angeles, CA 90047",4.0,268,33.95968,-118.31648,Chicken Wings,90047
The HRB Experience,"529 W 6th St  Los Angeles, CA 90014",4.0,157,34.048700399999994,-118.2549251,Sushi Bars,90014
mariscos el cangrejo nice,"14137 Imperial Hwy  La Mirada, CA 90638",4.0,68,33.91746,-118.03013,Mexican,90638
Cutie Pie Cafe,"207 S Broadway  Los Angeles, CA 90012",3.5,5,34.05268087,-118.24744879999999,Breakfast & Brunch,90012
Gengis Khan,"401 Lakewood Ctr Mall  Lakewood, CA 90712",3.0,76,33.85388,-118.13962,Mongolian,90712
Everytable,"5151 State University Dr  Los Angeles, CA 90032",4.5,24,34.066767999999996,-118.16843999999999,Salad,90032
HIRO Ramen & Udon,"5252 Beach Blvd  Buena Park, CA 90621",4.0,70,33.88501033,-117.994658,Ramen,90621
La Dolce Vita,"9785 Santa Monica Blvd  Beverly Hills, CA 90210",4.0,282,34.06743226,-118.40910120000001,Italian,90210
Talkin' Taco Grill,"10215 Rosecrans Ave  Bellflower, CA 90706",4.0,138,33.90273211,-118.1154939,Mexican,90706
Lucille's Smokehouse Bar-B-Que,"21540 Hawthorne Blvd  Ste 201B  Torrance, CA 90503",3.5,1236,33.830793,-118.349873,Barbeque,90503
Flame Broiler,"1249 W Carson St  Torrance, CA 90502",2.0,37,33.831570899999996,-118.2984943,Fast Food,90502
Wirtshaus,"345 N La Brea Ave  Los Angeles, CA 90036",4.0,859,34.07757,-118.34438,German,90036
McDonald's,"976 N Western Ave  San Pedro, CA 90732",2.0,74,33.751088,-118.30873100000001,Burgers,90732
Orange Roll & Sushi,"1963 Pacific Coast Hwy  Lomita, CA 90717",4.5,204,33.7898682,-118.3143378,Japanese,90717
The Shrimp Lover,"5112 Hollywood Blvd  Ste 101  Hollywood, CA 90027",4.0,555,34.101394,-118.30126100000001,Cajun/Creole,90027
The Shrimp And Taco Stop,"Los Angeles, CA 90001",4.0,15,33.97882843,-118.24993130000001,Mexican,90001
Playa Azul Tortilleria,"1901 Nadeau St  Los Angeles, CA 90001",3.5,6,33.96759796,-118.2387466,Mexican,90001
Joy Catering,"7922 Rosecrans Ave  Ste H  Paramount, CA 90723",5.0,1,33.9031,-118.1611,Korean,90723
Abbaee Wang Soondae,"6522 Stanton Ave  Ste E  Buena Park, CA 90621",3.5,77,33.865558,-117.993408,Korean,90621
Olive It,"6231 W 87th St  Los Angeles, CA 90045",4.5,216,33.9587096,-118.394182,Delis,90045
Panera Bread,"1331 W Imperial Hwy  La Habra, CA 90631",2.5,242,33.91763218,-117.9614885,Sandwiches,90631
Vinny's Italian Restaurant,"2101 E Lambert Rd  La Habra, CA 90631",4.5,833,33.92514,-117.92276000000001,Italian,90631
Delicious Southern Cuisine,"4371 Crenshaw Blvd  Unit D  Los Angeles, CA 90008",3.5,172,34.00372,-118.33256000000002,Cajun/Creole,90008
Casa Adelita,"11976 Carson St  Hawaiian Gardens, CA 90716",4.0,192,33.83116,-118.07653,Mexican,90716
Holbox,"3655 S Grand Ave  Ste C9  Los Angeles, CA 90007",5.0,359,34.01717897,-118.27835060000001,Latin American,90007
The HipPea,"2023 E 4th St  Long Beach, CA 90814",4.5,599,33.7718449,-118.1669051,Falafel,90814
Juicy Burger Restaurant,"9200 S Hoover St  Los Angeles, CA 90044",5.0,1,33.952647999999996,-118.286801,Burgers,90044
Johns Kabob,"440 S Atlantic Blvd  Monterey Park, CA 91754",3.5,669,34.056652,-118.13433799999999,Mediterranean,91754
Walkers's Liquor & Deli,"1841 W Lincoln Ave  Ste D  Anaheim, CA 92801",4.5,63,33.83287,-117.9478,Beer,92801
Jack in the Box,"2001 N Euclid St  Fullerton, CA 92835",3.0,35,33.89383967,-117.94501840000001,Fast Food,92835
Tumby's Pizza,"3567 S Western Ave  Los Angeles, CA 90018",4.0,86,34.0232,-118.30923,Pizza,90018
Subway,"3613 Inglewood Ave  Redondo Beach, CA 90278",3.0,14,33.88799086,-118.3615563,Sandwiches,90278
Golden Kitchen,"1110 W Anaheim St  Ste 3  Wilmington, CA 90744",5.0,1,33.77878571,-118.2757797,Restaurants,90744
El Pollo Inka,"15400 Hawthorne Blvd  Lawndale, CA 90260",3.5,830,33.890861,-118.3522251,Latin American,90260
Public School 213,"612 Flower St  Los Angeles, CA 90017",3.5,873,34.04986702,-118.25739080000001,Bars,90017
OhGoodTacos,"Cudahy St  Los Angeles, CA",5.0,1,34.0920792,-118.17944340000001,Mexican,CA
FB Nashville Hot Chicken,"3630 Atlantic Ave  Liberation Brewing  Long Beach, CA 90807",4.5,65,33.823167,-118.184683,Chicken Shop,90807
Lee Mangu Noodles,"4951 La Palma Ave  La Palma, CA 90623",2.5,8,33.84704794,-118.04681599999999,Korean,90623
Master Fresh Donut,"9533 Telegraph Rd  Pico Rivera, CA 90660",4.5,22,33.9541124,-118.09958300000001,Donuts,90660
Little Tokyo Sushi,"333 S Alameda St  Ste 100-C  Los Angeles, CA 90013",4.0,37,34.044536,-118.238325,Japanese,90013
Rod's Char-Broiler,"2600 Artesia Blvd  Redondo Beach, CA 90278",4.0,395,33.872656,-118.36416000000001,Burgers,90278
Corner Bakery,"15626 Ventura Blvd  Encino, CA 91436",3.0,298,34.15487,-118.473956,Sandwiches,91436
Hungry Harold's,"3453 W Slauson Ave  Los Angeles, CA 90043",4.5,41,33.9891282,-118.3326564,American (Traditional),90043
Submarine King,"261 W Olive Ave  Burbank, CA 91502",4.5,276,34.174064,-118.316116,Sandwiches,91502
Java Cafe Taiwanese,"17980 Castleton St  City of Industry, CA 91748",3.5,101,33.9921,-117.91246000000001,Chinese,91748
Red Rock-Torrance,"2141 W 182nd St  Torrance, CA 90504",4.5,411,33.8657149,-118.31667639999999,Japanese,90504
Jane,"5830 York Blvd  Los Angeles, CA 90042",4.0,379,34.11826772,-118.1912432,Coffee & Tea,90042
Don Pollo,"2623 W Orangethorpe Ave  Fullerton, CA 92833",4.0,30,33.85924489999999,-117.97397209999998,Mexican,92833
DAMA,"612 E 11th St  Los Angeles, CA 90015",4.5,410,34.03528194,-118.2530662,Latin American,90015
MANEATINGPLANT,"Los Angeles, CA 91601",4.5,16,34.1681,-118.37146000000001,Pop-Up Restaurants,91601
Little Caesars Pizza,"1910 S. San Pedro  Los Angeles, CA 90011",3.0,14,34.0270149,-118.25764050000001,Pizza,90011
Quebobs Restaurant,"3560 S La Cienega Blvd  Ste F  Los Angeles, CA 90016",4.5,30,34.02279,-118.37189,Mediterranean,90016
Domino's Pizza,"7433 Florence Ave  Downey, CA 90240",2.0,110,33.958395700000004,-118.1393466,Pizza,90240
Cafe Vida - Culver City,"9755 Culver Blvd  Culver City, CA 90232",4.0,1343,34.021791,-118.39661699999999,Breakfast & Brunch,90232
Pimai It's Thai,"5833 Franklin Ave  Los Angeles, CA 90028",4.0,514,34.105592,-118.31676599999999,Thai,90028
Lolo,"5140 W Sunset Blvd  Los Angeles, CA 90027",5.0,20,34.097885,-118.302049,Wine Bars,90027
Five Guys,"18645 Beach Blvd  Huntington Beach, CA 92648",3.0,424,33.691975,-117.9890449,Burgers,92648
Arigatto  Sushi,"660 North Beach Blvd  La Habra, CA 90631",4.5,429,33.93745,-117.96727,Sushi Bars,90631
Sweetbird,"440 S Anaheim Blvd  Ste 107  Anaheim, CA 92805",4.0,393,33.83153,-117.91185,Chicken Shop,92805
En Sushi,"11651 Santa Monica Blvd  Los Angeles, CA 90025",4.0,712,34.0443684,-118.455322,Japanese,90025
Tasty Wok Cuisine,"11628 Santa Monica Blvd  Ste 7  Los Angeles, CA 90025",3.0,158,34.043995,-118.45439099999999,Chinese,90025
Bernadette's,"361 S Broadway  Los Angeles, CA 90013",4.5,71,34.049747700000005,-118.2493601,Bars,90013
Olivetta,"9010 Melrose Ave  West Hollywood, CA 90069",4.0,105,34.080529999999996,-118.38815,Modern European,90069
Jin Chinese Kitchen,"1930 W Olympic Blvd  Los Angeles, CA 90006",3.5,16,34.05080769,-118.27864029999999,Chinese,90006
Tasty Thai,"2607 E Gage Ave  Huntington Park, CA 90255",4.0,93,33.981764899999995,-118.2248716,Thai,90255
The Henry,"120 N Robertson Blvd  Los Angeles, CA 90048",4.0,740,34.076269,-118.38358799999999,American (New),90048
King's Cafe,"5508 Sawtelle Blvd  Culver City, CA 90230",4.0,67,33.9949451,-118.39649309999999,Coffee & Tea,90230
El Pollo Inka,"1100 Pacific Coast Hwy  Hermosa Beach, CA 90254",4.0,509,33.863979,-118.391668,Latin American,90254
Mojica Taco Truck,"5393 Alhambra Ave  Los Angeles, CA 90032",4.0,27,34.07709423,-118.1683757,Mexican,90032
Fresh Brothers Redondo Beach,"407 N Pacific Coast Hwy  Redondo Beach, CA 90277",4.0,488,33.84765146,-118.3895458,Pizza,90277
Alondra's,"13205 Whittier Blvd Ste. A  Ste A  Whittier, CA 90602",4.0,103,33.964657,-118.034848,Pizza,90602
Au79 Teahouse,"1635 S San Gabriel Blvd  Ste E  San Gabriel, CA 91776",3.5,792,34.07891373,-118.0921912,Taiwanese,91776
Banh Mi My-Tho,"9011 Garvey Ave  Ste C  Rosemead, CA 91770",4.5,85,34.06308,-118.072874,Vietnamese,91770
Broken Spanish,"1050 S Flower St  Los Angeles, CA 90015",3.5,950,34.04328564,-118.2635612,Mexican,90015
Planet Restaurant & Pizza,"1411 W 3rd St  Los Angeles, CA 90017",4.0,20,34.0585052,-118.26176799999999,Mexican,90017
China Wok Express,"8330 Painter Ave  Ste A  Whittier, CA 90602",2.5,78,33.96171951,-118.03381350000001,Chinese,90602
Fernando's Taco,"815 W Olympic Blvd  Los Angeles, CA 90015",4.0,137,34.04529652,-118.2643061,Mexican,90015
Azla,"3655 S Grand Ave  Ste C2  Los Angeles, CA 90007",4.5,394,34.0173639,-118.27831440000001,Ethiopian,90007
Homeboy Diner,"Los Angeles City Hall  201 N Main St , Fl 2  Los Angeles, CA 90012",4.0,51,34.05367745,-118.24275530000001,Cafes,90012
Simonette,"3927 Van Buren Place  Culver City, CA 90232",4.0,165,34.02292993,-118.39348009999999,French,90232
Cart for a Cause,"Los Angeles, CA 90057",4.5,9,34.06108,-118.27747,Food Stands,90057
Marie Callender's,"1030 N Western Ave  San Pedro, CA 90732",2.5,112,33.752883000000004,-118.3075413,Bakeries,90732
Papa John's Pizza,"720 North Vermont Avenue  Los Angeles, CA 90029",2.0,100,34.084455,-118.29142900000001,Pizza,90029
King Taco,"1841 Long Beach Blvd  Long Beach, CA 90806",3.5,718,33.790628999999996,-118.18984070000002,Mexican,90806
Tokyo Hibachi,"5503 Woodruff Ave  Lakewood, CA 90712",4.0,391,33.856206799999995,-118.11736,Japanese,90712
In-N-Out Burger,"6841 N Topanga Canyon  Canoga Park, CA 91303",4.0,373,34.194916,-118.60634499999999,Fast Food,91303
Whiskey Flats BBQ,"3401 S Pacific Ave  Los Angeles, CA 90731",4.5,4,33.71321,-118.28813000000001,Barbeque,90731
Rumi Cafe,"13368 Ventura Boulevard & Dixie Canyon  Sherman Oaks, CA 91423",4.5,325,34.14655,-118.42479399999999,Mediterranean,91423
Thai Boom,"281 S Robertson Blvd  Beverly Hills, CA 90211",3.5,235,34.062748,-118.38381399999999,Thai,90211
Paper Pot Shabu,"20657 Golden Springs Dr  Ste 206  Diamond Bar, CA 91789",4.0,731,33.99777018,-117.85385359999998,Hot Pot,91789
Off Street Cafe,"11020 Artesia Blvd  Cerritos, CA 90703",4.5,2438,33.8726952,-118.09910559999999,American (Traditional),90703
Off Street Cafe,"11020 Artesia Blvd  Cerritos, CA 90703",4.5,2439,33.8726952,-118.09910559999999,American (Traditional),90703
Cast Restaurant & Lounge,"1819 Ocean Ave  Santa Monica, CA 90401",3.5,61,34.0080251,-118.4903775,American (New),90401
The Royal Egg Cafe,"30815 Thousand Oaks Blvd  Westlake Village, CA 91362",4.5,197,34.1551329,-118.79194609999999,Breakfast & Brunch,91362
Cena Vegan,"242 N Avenue 25  Ste 114  Los Angeles, CA 90031",4.5,278,34.079132,-118.218456,Mexican,90031
Leonardo's Night Club,"6617 Wilson Ave  Los Angeles, CA 90001",2.0,15,33.97901453,-118.23756499999999,Dance Clubs,90001
Sushi Dan,"11056 Ventura Blvd  Studio City, CA 91604",4.0,1437,34.14081521,-118.3720492,Sushi Bars,91604
Dainty Cakes LA,"Los Angeles, CA 90013",3.0,40,34.04431534,-118.2407608,Food Stands,90013
Subway,"3122 S Sepulveda Blvd  Los Angeles, CA 90034",3.5,30,34.02630187,-118.4268815,Sandwiches,90034
Uptown Juice Bar,"7601 Greenleaf Ave  Whittier, CA 90602",4.5,24,33.9734688,-118.0377274,Mexican,90602
Tam's Burgers,"11700 Rosecrans Ave  Norwalk, CA 90650",2.5,246,33.90191,-118.08418,Burgers,90650
El Siete Mares,"3131 W Sunset Blvd  Los Angeles, CA 90026",3.5,300,34.085409999999996,-118.27448000000001,Seafood,90026
Eureka!,"6250 Topanga Canyon Blvd  Woodland Hills, CA 91367",4.0,992,34.184329999999996,-118.60508200000001,Bars,91367
